paper_id	item_id	item_name	openai_extractor_answer	claude_extractor_answer	manual_validation
32925614	35	Phenotyping terminology: Note terms used to describe phenotyping approaches, such as computable phenotype, electronic phenotyping, algorithmic phenotyping, phenotype algorithm, digital phenotyping, data-derived phenotypes, structured phenotyping, EHR phenotyping, or clinical phenotyping. (Find in: Methods section, in the description of cohort definition or patient identification.)	The paper uses EHR data extraction and chart review methods for patient identification but does not explicitly use any of the standard phenotyping terminology listed in the checklist. Data collection was guided by a data dictionary and used ICD codes, with validation through chart review. Partial compliance is appropriate as the phenotyping approach is described but specific terminology is not used.	no	
32964371	1	EndNote_Index: Verify the machine-generated EndNote index is present and accurate. (Find in: Generally in metadata or header of electronic document.)	unknown - cannot verify EndNote index presence without access to document metadata/header	unknown	
32964371	2	Pubmed_ID: Confirm the machine-generated PubMed identifier is correctly listed and matches the article. (Find in: In article metadata; can be cross-checked with PubMed database.)	Cannot be determined from provided text sections. Need article metadata or PubMed database access to verify PubMed ID 32964371.	no	
32964371	3	Review_Date: Record the date when the paper is being reviewed. Note whether this is automatically generated or entered manually via button. (Find in: Entered by reviewer; not part of the original paper.)	no - This information should be entered by the reviewer at the time of review and is not part of the original paper content	The review date is not present in the paper text as it is metadata added during the review process, not part of the original paper content.	
32964371	4	Year: Document the publication year of the article. (Find in: Found in citation information, typically on the first page or in header.)	2020	The publication year should be explicitly documented from the citation information, typically found on the first page or in the header of the paper. Without this information, compliance cannot be confirmed.	
32964371	5	Article_Name: Verify the complete title of the article is correctly captured. (Find in: Top of first page of the article.)	The complete title of the article is 'Enhanced Recovery After Surgery (ERAS) in Head and Neck Oncologic Surgery: A Case-Matched Analysis of Perioperative and Pain Outcomes'	yes	
32964371	6	Abstract: Confirm that the abstract is complete and properly extracted. (Find in: Usually appears at the beginning of the article before the introduction.)	Partial compliance - The abstract includes background, methods, and partial results sections, but is missing complete results and conclusion sections. The abstract structure follows scientific format but is incomplete in content.	yes	
32964371	7	First_Author: Verify the primary author is correctly identified. (Find in: Author list at the beginning of the article; first name listed.)	First Author: Kimberley L. Kiong, MBBS	yes	
32964371	8	Key_words: Document all keywords provided with the article. (Find in: Usually found after the abstract or at the end of the article.)	No keywords were found in the provided sections of the paper.	no	
32964371	9	Research_Design (Primary Objective): Extract the primary research objective as stated by the authors. If not an exact match to standard terminology, make a note in Comments section. (Find in: Found in abstract and/or last paragraph of the introduction where the purpose of the study is typically stated.)	Primary objective: To assess the effect of an Enhanced Recovery After Surgery (ERAS) pathway on National Surgical Quality Improvement Program (NSQIP)-based occurrences and pain-related outcomes in head and neck cancer surgery.	The primary research objective is not explicitly stated in the provided text. The study aims to assess the effect of an ERAS pathway on NSQIP-based occurrences and pain-related outcomes in HNC surgery, but this is not clearly labeled as the primary objective.	
32964371	10	Study_Design_Type: Classify the study design using standard terminology (e.g., cohort, case-control, cross-sectional). Use OCRe flowsheet to determine category based on the author’s description or your inference from methods. (Find in: Methods section, typically within the first few paragraphs where study design is described.)	Matched cohort study (observational study following STROBE guidelines)	The study design is classified as an observational matched cohort study.	
32964371	11	Database/Datasource: Document all sources of data used in the research. Be specific. (Find in: Methods section under subsections like “Data Sources,” “Data Collection,” or sometimes in the Abstract.)	unknown	yes	
32964371	12	Country/district: Identify the programming environment used for analysis (R, Python, Stata). (Find in: Methods section, typically in the “Statistical Analysis” subsection.)	No programming environment is specified in the paper for the statistical analysis.	no	
32964371	13	Unit_of_Analysis: Record the geographical level of data analysis (e.g., country level, not city). (Find in: Methods section where the population or sample is described.)	No - The geographical level of data analysis is not specified in the paper. While the study appears to be institutional-based at UTMDACC, the specific geographical level of analysis is not explicitly stated.	The paper does not explicitly record the geographical level of data analysis as required by the checklist item. The analysis is conducted at the individual patient level within a single institution, but the geographical level (e.g., city, region, country) is not specified.	
32964371	14	Computable Phenotype: Determine if the authors used diagnostic or procedure codes to define the study cohort. Note the specific coding system if mentioned (e.g., ICD-10, CPT). (Find in: Methods section under “Cohort Definition,” “Case Identification,” or “Eligibility Criteria.”)	No - The study did not use diagnostic or procedure codes to define the study cohort. Patient selection appears to be based on clinical characteristics and surgical procedures without reference to standardized coding systems.	no	
32964371	15	Analytic Goal: Classify the primary analytic approach as Descriptive, Trend, Association, or Intervention based on stated objectives and methods. (Find in: Methods section, particularly in the “Statistical Analysis” subsection.)	The primary analytic approaches used in this study are: 1) Descriptive (for baseline characteristics and outcomes) and 2) Association (for examining relationships between variables and risk factors through statistical tests and regression analyses)	Association	
32964371	16	X (Independent Variable): List all predictor/exposure variables used in analyses. If many, categorize them (e.g., “demographics” including age, sex, race). (Find in: Methods section, often in paragraphs describing statistical models or under a separate “Variables” subsection.)	yes - The paper comprehensively lists all predictor variables used in the analyses, appropriately categorizing them into demographics, clinical characteristics, and treatment-related factors. The variables are clearly described in the methods section and their use is demonstrated in the statistical analyses.	yes	
32964371	17	Y (Outcome/dependent variable): Document all outcome measures analyzed. Be specific about primary vs. secondary outcomes. (Find in: Methods section, typically stated in the “Outcomes” subsection or within the statistical analysis description.)	Partial compliance. The study documents multiple outcome measures including pain scores, PCA usage, MME dose, and discharge prescriptions, but does not explicitly distinguish between primary and secondary outcomes.	no	
32964371	18	Z (Confounders): Identify all variables used to control for confounding in analyses. (Find in: Methods section, within the description of statistical models or in a separate paragraph about adjustment variables.)	Yes - The study clearly identifies all variables used to control for confounding, including matching variables (age, surgery type, flap type) and variables in the multivariable analysis (prior radiotherapy, preoperative opioid use, ICU admission, PCA use). The methods section explicitly describes both the matching process and statistical approach used to control for confounding.	The paper identifies age, surgery type, and flap type as variables used to control for confounding in the analyses.	
32964371	19	Filled in Analytic_method_2024?: Identify the level at which analysis was conducted (person, clinic, site, state). (Find in: Methods section, in the description of the statistical approach.)	Analysis was conducted at the individual patient level, though this was implied rather than explicitly stated. Statistical analyses included patient-level data analysis using uni- and multivariable logistic regression, with 1:1 patient matching.	yes	
32964371	20	Regression: Document whether regression analysis was used and, if so, which specific type (e.g., linear, logistic, Cox proportional hazards). (Find in: Methods section, “Statistical Analysis” subsection.)	Yes - The paper documents the use of both univariable and multivariable logistic regression with backward selection method for analyzing risk factors for high opioid usage postoperatively.	Regression analysis was used, specifically univariable and multivariable logistic regression.	
32964371	21	Regression methods: Identify terms used to describe missing data handling in regression models. Look for specific terminology from the reference list (e.g., Incomplete data, Non-response, Dropouts). (Find in: Methods section, within the statistical analysis description or in a separate paragraph on missing data.)	Yes - The paper explicitly addresses missing data handling by stating that imputation of missing data was not performed in their regression analysis.	yes	
32964371	22	Regression based covariate adjustment: Document how covariates were handled in regression models. Note if complete case analysis, imputation, or sensitivity analysis was used. (Find in: Methods section, in the description of statistical models and approach to missing data.)	Partial compliance. The study used uni- and multivariable logistic regression with backward selection method and explicitly stated no imputation of missing data was performed. However, details about complete case analysis and sensitivity analyses were not reported.	yes	
32964371	23	Non-regression confounding adjustment: Identify any non-regression methods used to address confounding (e.g., matching, stratification, propensity scores). Note whether used in the design phase (e.g., controls) or analysis phase (e.g., stratification). (Find in: Methods section, in the study design description and/or statistical analysis.)	Yes - The study used exact matching as a non-regression method to address confounding in the design phase, matching control group patients 1:1 with ERAS group patients based on age (within 5-year range), surgery type (cutaneous or mucosal), and flap type (soft tissue, osseous, or multiple).	The study used exact matching as a non-regression method to address confounding, applied in the design phase.	
32964371	24	Sensitivity Analysis: Determine if sensitivity analyses were performed to test the robustness of findings. Document specific approaches used. (Find in: Methods section, typically in later paragraphs of the statistical analysis description.)	No sensitivity analyses were reported in the study. The statistical analysis section describes various statistical tests and methods but does not include any sensitivity analyses to test the robustness of findings.	unknown	
32964371	25	Analytic_tool: Record whether specific software or analytic tools were mentioned. (Find in: Methods section, often at the end of the statistical analysis description.)	Partial compliance - Statistical methods are clearly described (including Pearson's Chi square, Fisher's exact tests, Wilcoxon rank-sum test, and logistic regression) but no specific software or analytical tools are mentioned for performing these analyses.	no	
32964371	26	Descriptive Section (Table One): Verify presence of a descriptive statistics table (typically Table 1). (Find in: Results section, usually the first table presented.)	yes - Table 1 is present and contains comprehensive baseline descriptive statistics comparing ERAS and control groups, including patient characteristics, comorbidities, and surgical details with appropriate statistical comparisons	yes	
32964371	27	Mention_Missing_Data: Identify where authors discuss missing data. (Find in: Look for terms such as “missing,” “not available,” or “not feasible” in Methods, Results, or Discussion sections.)	{'compliance': 'yes', 'evidence': [{'quote': 'Imputation of missing data was not performed.', 'location': 'Methods section'}], 'explanation': 'The paper explicitly addresses missing data by stating that no imputation was performed for missing values, which satisfies the requirement to discuss how missing data was handled in the study.'}	yes	
32964371	28	Assessed_Missing_Data: Document methods used to assess the pattern or impact of missing data. (Find in: Methods section (for approach) and Results section (for findings).)	No - The paper does not document methods used to assess the pattern or impact of missing data. While it states that imputation was not performed, it does not describe any assessment of missing data patterns or potential impacts.	no	
32964371	29	"Use the word ""confounding*"": Check if authors explicitly use the term “confounding” or related phrases. (Find in: Throughout the paper, but especially in the Methods and Discussion sections.)"	Partial compliance - The term 'confounders' is explicitly mentioned once in the Statistical Analysis section in relation to matching procedures, but the concept is not extensively discussed throughout the paper.	yes	
32964371	30	"Where did they use ""confounding"": Record specific sections where confounding is discussed. Look for terms like “confounding,” “bias,” “spurious association,” or “mediating variable.” (Find in: Search the entire paper with special attention to the Methods and Discussion sections.)"	{'compliance': 'partial', 'location': 'Statistical Analysis section', 'discussion_of_confounding': 'The paper addresses confounding through matching in the statistical analysis, specifically mentioning correction for potential confounders through 1:1 matching based on age, surgery type, and flap type. No other substantial discussion of confounding is present in the paper.'}	unknown	
32964371	31	If yes, specify the method: Document methods used to address confounding. Record EndNote ID reference for methods cited. (Find in: Methods section for the approach; Discussion for limitations related to confounding.)	Yes - The study used exact matching (1:1 ratio) to address confounding, matching patients based on age (within 5-year range), surgery type (cutaneous or mucosal), and flap type (soft tissue, osseous, or multiple).	yes	
32964371	32	"Use the word ""Bias"": Check if authors explicitly discuss bias or use related terminology. (Find in: Throughout the paper, but especially in the Methods (how bias was addressed) and Discussion (limitations) sections.)"	No - The paper does not explicitly discuss bias or use related terminology in either the methods section (regarding how bias was addressed) or the discussion section (regarding limitations).	unknown	
32964371	33	Check_List: Determine if authors cite adherence to reporting guidelines such as RECORD, STROBE, or STaRT-RWE. (Find in: Methods section, often in a statement about reporting guidelines; sometimes in footnotes.)	No reporting guidelines (RECORD, STROBE, or STaRT-RWE) are cited in the paper	unknown	
32964371	34	Sensitivity analysis terms: Identify specific terminology used for sensitivity analyses, such as robustness analysis, uncertainty analysis, scenario analysis, parameter variability analysis, or Monte Carlo simulation. (Find in: Methods section, in the description of the statistical approach.)	No - The paper does not include any specific sensitivity analysis terms or methods in its statistical approach. The statistical analysis is limited to standard statistical tests and regression analyses without any sensitivity analyses being performed or described.	unknown	
32964371	35	Phenotyping terminology: Note terms used to describe phenotyping approaches, such as computable phenotype, electronic phenotyping, algorithmic phenotyping, phenotype algorithm, digital phenotyping, data-derived phenotypes, structured phenotyping, EHR phenotyping, or clinical phenotyping. (Find in: Methods section, in the description of cohort definition or patient identification.)	no	partial	
33175173	1	EndNote_Index: Verify the machine-generated EndNote index is present and accurate. (Find in: Generally in metadata or header of electronic document.)	unknown - Cannot determine presence of EndNote index from available text	unknown	
33175173	2	Pubmed_ID: Confirm the machine-generated PubMed identifier is correctly listed and matches the article. (Find in: In article metadata; can be cross-checked with PubMed database.)	Cannot verify PubMed ID from provided text sections. While the paper citation is JAMA Network Open. 2020;3(11):e2019652, the PubMed ID is not visible in the provided excerpts.	yes	
33175173	3	Review_Date: Record the date when the paper is being reviewed. Note whether this is automatically generated or entered manually via button. (Find in: Entered by reviewer; not part of the original paper.)	No review date is provided in the extraction results. This is a metadata field that should be filled by the reviewer at the time of assessment.	no	
33175173	4	Year: Document the publication year of the article. (Find in: Found in citation information, typically on the first page or in header.)	2020	yes	
33175173	5	Article_Name: Verify the complete title of the article is correctly captured. (Find in: Top of first page of the article.)	The complete title of the article is 'Association of Display of Patient Photographs in the Electronic Health Record With Wrong-Patient Order Entry Errors'	yes	
33175173	6	Abstract: Confirm that the abstract is complete and properly extracted. (Find in: Usually appears at the beginning of the article before the introduction.)	Cannot be determined - abstract text not provided in the available paper sections	unknown	
33175173	7	First_Author: Verify the primary author is correctly identified. (Find in: Author list at the beginning of the article; first name listed.)	compliant - The primary author is correctly identified as Hojjat Salmasian, MD, PhD, MPH, appearing first in the author list at the beginning of the article.	unknown	
33175173	8	Key_words: Document all keywords provided with the article. (Find in: Usually found after the abstract or at the end of the article.)	No keywords are documented in the provided sections of the paper.	no	
33175173	9	Research_Design (Primary Objective): Extract the primary research objective as stated by the authors. If not an exact match to standard terminology, make a note in Comments section. (Find in: Found in abstract and/or last paragraph of the introduction where the purpose of the study is typically stated.)	Cannot be determined from the provided text sections. The paper sections containing the abstract and/or introduction where the primary research objective would typically be stated are not included in the provided text. While we know the primary outcome measure was the rate of WPOE errors, this is not equivalent to the study's primary research objective.	The primary research objective is not explicitly stated in the provided sections of the paper. The relevant sections (abstract and introduction) are missing, making it impossible to extract the primary objective from the available text.	
33175173	10	Study_Design_Type: Classify the study design using standard terminology (e.g., cohort, case-control, cross-sectional). Use OCRe flowsheet to determine category based on the author’s description or your inference from methods. (Find in: Methods section, typically within the first few paragraphs where study design is described.)	Retrospective cohort study - Evidence based on the comparison of two groups over time, use of logistic regression analysis, and reference to STROBE guidelines for observational studies.	Observational study	
33175173	11	Database/Datasource: Document all sources of data used in the research. Be specific. (Find in: Methods section under subsections like “Data Sources,” “Data Collection,” or sometimes in the Abstract.)	unknown - insufficient text provided to make determination. The relevant methods section describing data sources is not included in the provided text excerpts. A proper assessment would require access to the complete methods section of the paper.	no	
33175173	12	Country/district: Identify the programming environment used for analysis (R, Python, Stata). (Find in: Methods section, typically in the “Statistical Analysis” subsection.)	Partial compliance. R programming environment was referenced in the paper's citations (R Core Team reference) but not explicitly stated in the Methods section.	no	
33175173	13	Unit_of_Analysis: Record the geographical level of data analysis (e.g., country level, not city). (Find in: Methods section where the population or sample is described.)	No - The geographical level of data analysis is not reported in the paper. While the study was conducted in an ED setting, the specific geographical scope (e.g., single hospital, city-wide, or multi-center) is not explicitly stated.	The paper does not comply with the checklist item as it fails to record the geographical level of data analysis.	
33175173	14	Computable Phenotype: Determine if the authors used diagnostic or procedure codes to define the study cohort. Note the specific coding system if mentioned (e.g., ICD-10, CPT). (Find in: Methods section under “Cohort Definition,” “Case Identification,” or “Eligibility Criteria.”)	no - The study does not use diagnostic or procedure codes to define the study cohort. Patient identification appears to be based on other criteria including demographic information and ESI scores.	no	
33175173	15	Analytic Goal: Classify the primary analytic approach as Descriptive, Trend, Association, or Intervention based on stated objectives and methods. (Find in: Methods section, particularly in the “Statistical Analysis” subsection.)	Association - The primary analytic approach tests the association between displaying patient photographs in EHR and wrong-patient order entry errors using logistic regression models, with additional covariates included to control for potential confounders.	Association	
33175173	16	X (Independent Variable): List all predictor/exposure variables used in analyses. If many, categorize them (e.g., “demographics” including age, sex, race). (Find in: Methods section, often in paragraphs describing statistical models or under a separate “Variables” subsection.)	unknown	yes	
33175173	17	Y (Outcome/dependent variable): Document all outcome measures analyzed. Be specific about primary vs. secondary outcomes. (Find in: Methods section, typically stated in the “Outcomes” subsection or within the statistical analysis description.)	Yes - The paper clearly documents all outcome measures. The primary outcome is the rate of wrong-patient electronic order (WPOE) errors measured using the wrong-patient retract-and-reorder (RAR) measure. Secondary analyses include segmented regression analyses of RAR rate trends and photograph usage trends. The outcome measures are well-defined and distinguished between primary and secondary outcomes.	yes	
33175173	18	Z (Confounders): Identify all variables used to control for confounding in analyses. (Find in: Methods section, within the description of statistical models or in a separate paragraph about adjustment variables.)	yes - The paper comprehensively reports all variables used to control for confounding in their analyses, including patient demographics, practitioner characteristics, clinical severity measures, and encounter-specific variables. These are clearly described in the Methods section and used in their statistical models.	yes	
33175173	19	Filled in Analytic_method_2024?: Identify the level at which analysis was conducted (person, clinic, site, state). (Find in: Methods section, in the description of the statistical approach.)	Yes - Analysis was conducted at multiple levels: order level (for main analysis), patient level (demographics), practitioner level (workspace analysis), and encounter level (ED visits). This is clearly indicated throughout the methods section where variables and analyses are described for each of these units of analysis.	no	
33175173	20	Regression: Document whether regression analysis was used and, if so, which specific type (e.g., linear, logistic, Cox proportional hazards). (Find in: Methods section, “Statistical Analysis” subsection.)	Yes - The paper documents multiple types of regression analyses including logistic regression, segmented regression analysis, and multivariable regression with random intercepts. These are clearly specified in the methods section and demonstrated in tables and figures.	yes	
33175173	21	Regression methods: Identify terms used to describe missing data handling in regression models. Look for specific terminology from the reference list (e.g., Incomplete data, Non-response, Dropouts). (Find in: Methods section, within the statistical analysis description or in a separate paragraph on missing data.)	No - The paper does not describe any methods or terms for handling missing data in the regression models.	no	
33175173	22	Regression based covariate adjustment: Document how covariates were handled in regression models. Note if complete case analysis, imputation, or sensitivity analysis was used. (Find in: Methods section, in the description of statistical models and approach to missing data.)	Partial compliance. The paper documents covariates included in regression models and their selection process. Covariates included patient demographics (race/ethnicity, sex, age), practitioner characteristics (type, sex), ESI scores, ED disposition, shift timing, and number of workspaces. However, the handling of missing data is not explicitly described.	no	
33175173	23	Non-regression confounding adjustment: Identify any non-regression methods used to address confounding (e.g., matching, stratification, propensity scores). Note whether used in the design phase (e.g., controls) or analysis phase (e.g., stratification). (Find in: Methods section, in the study design description and/or statistical analysis.)	No non-regression methods for confounding adjustment were reported in the study. The study relied on multivariable logistic regression with covariate adjustment as their primary method for controlling confounding factors.	no	
33175173	24	Sensitivity Analysis: Determine if sensitivity analyses were performed to test the robustness of findings. Document specific approaches used. (Find in: Methods section, typically in later paragraphs of the statistical analysis description.)	No sensitivity analyses were reported in the paper.	no	
33175173	25	Analytic_tool: Record whether specific software or analytic tools were mentioned. (Find in: Methods section, often at the end of the statistical analysis description.)	Partial compliance. The study mentions R statistical software in the references, but does not provide specific details about how the software was used for analysis in the methods section.	yes	
33175173	26	Descriptive Section (Table One): Verify presence of a descriptive statistics table (typically Table 1). (Find in: Results section, usually the first table presented.)	yes - Table 1 presents comprehensive descriptive statistics of the study population characteristics, including demographics, clinical features, and practitioner information	yes	
33175173	27	Mention_Missing_Data: Identify where authors discuss missing data. (Find in: Look for terms such as “missing,” “not available,” or “not feasible” in Methods, Results, or Discussion sections.)	Partial compliance. The paper mentions missing information regarding the RAR measure's sensitivity in the Results section, but does not provide comprehensive discussion of missing data across the study.	non-compliant	
33175173	28	Assessed_Missing_Data: Document methods used to assess the pattern or impact of missing data. (Find in: Methods section (for approach) and Results section (for findings).)	No. The paper does not document any methods used to assess the pattern or impact of missing data.	no	
33175173	29	"Use the word ""confounding*"": Check if authors explicitly use the term “confounding” or related phrases. (Find in: Throughout the paper, but especially in the Methods and Discussion sections.)"	no - The paper does not explicitly use the term 'confounding' or related phrases in the provided text sections	no	
33175173	30	"Where did they use ""confounding"": Record specific sections where confounding is discussed. Look for terms like “confounding,” “bias,” “spurious association,” or “mediating variable.” (Find in: Search the entire paper with special attention to the Methods and Discussion sections.)"	No - The paper does not explicitly discuss confounding factors or related concepts in any section of the text. While covariates are mentioned in the statistical analysis, there is no specific discussion of how potential confounding factors were identified or addressed in the study design or analysis.	no	
33175173	31	If yes, specify the method: Document methods used to address confounding. Record EndNote ID reference for methods cited. (Find in: Methods section for the approach; Discussion for limitations related to confounding.)	yes - The study used multivariable logistic regression to control for potential confounding variables including patient demographics, practitioner characteristics, emergency severity index, ED disposition, shift timing, and workspace numbers. The statistical approach is documented in the methods section with a significance threshold of P<.05 for the final model.	yes	
33175173	32	"Use the word ""Bias"": Check if authors explicitly discuss bias or use related terminology. (Find in: Throughout the paper, but especially in the Methods (how bias was addressed) and Discussion (limitations) sections.)"	Partial compliance. The paper discusses several study limitations and potential sources of systematic error but does not explicitly use the term 'bias' or provide a comprehensive discussion of bias mitigation strategies in the Methods section. Key limitations are addressed in the Discussion section, including study design constraints, measurement tool limitations, and generalizability issues.	no	
33175173	33	Check_List: Determine if authors cite adherence to reporting guidelines such as RECORD, STROBE, or STaRT-RWE. (Find in: Methods section, often in a statement about reporting guidelines; sometimes in footnotes.)	Partial compliance - The paper cites STROBE guidelines in references but does not explicitly state adherence to these or other reporting guidelines (RECORD, STaRT-RWE) in the methods section or footnotes.	no	
33175173	34	Sensitivity analysis terms: Identify specific terminology used for sensitivity analyses, such as robustness analysis, uncertainty analysis, scenario analysis, parameter variability analysis, or Monte Carlo simulation. (Find in: Methods section, in the description of the statistical approach.)	No - The paper does not report any sensitivity analyses or use specific terminology related to sensitivity analyses in its statistical methodology.	no	
33175173	35	Phenotyping terminology: Note terms used to describe phenotyping approaches, such as computable phenotype, electronic phenotyping, algorithmic phenotyping, phenotype algorithm, digital phenotyping, data-derived phenotypes, structured phenotyping, EHR phenotyping, or clinical phenotyping. (Find in: Methods section, in the description of cohort definition or patient identification.)	no - The paper does not use or describe any phenotyping terminology or approaches in its methods section or elsewhere in the provided text.	no	
33450821	1	EndNote_Index: Verify the machine-generated EndNote index is present and accurate. (Find in: Generally in metadata or header of electronic document.)	unknown - Cannot determine presence of EndNote index from available text sections	unknown	
33450821	2	Pubmed_ID: Confirm the machine-generated PubMed identifier is correctly listed and matches the article. (Find in: In article metadata; can be cross-checked with PubMed database.)	No - The paper does not provide a PubMed identifier in the available text that could be validated against the PubMed database.	no	
33450821	3	Review_Date: Record the date when the paper is being reviewed. Note whether this is automatically generated or entered manually via button. (Find in: Entered by reviewer; not part of the original paper.)	No review date is provided in the extraction results. This field should be filled by the reviewer at the time of review.	The paper does not include the review date information as required by the checklist item. This information should be entered by the reviewer during the review process and is not part of the original paper.	
33450821	4	Year: Document the publication year of the article. (Find in: Found in citation information, typically on the first page or in header.)	2021	yes	
33450821	5	Article_Name: Verify the complete title of the article is correctly captured. (Find in: Top of first page of the article.)	The complete title of the article is 'A Contemporary Report of Clinical Outcomes in Patients with Melanoma Brain Metastases', which is correctly captured from the top of the first page of the article.	The complete title of the article is correctly captured at the top of the first page, complying with the checklist requirement.	
33450821	6	Abstract: Confirm that the abstract is complete and properly extracted. (Find in: Usually appears at the beginning of the article before the introduction.)	Partial compliance - The abstract exists but based on the available evidence, only the background information is confirmed. Cannot verify if the abstract contains all required components (objectives, methods, results, and conclusions) as the complete abstract text is not provided in the paper sections.	yes	
33450821	7	First_Author: Verify the primary author is correctly identified. (Find in: Author list at the beginning of the article; first name listed.)	Cannot determine first author - insufficient information. The complete author byline from the beginning of the paper is required to verify the primary/first author.	The evidence provided is insufficient to verify the primary author as per the checklist item. The author list at the beginning of the article should be consulted to confirm the first author.	
33450821	8	Key_words: Document all keywords provided with the article. (Find in: Usually found after the abstract or at the end of the article.)	No keywords were provided with the article based on the available text sections.	no	
33450821	9	Research_Design (Primary Objective): Extract the primary research objective as stated by the authors. If not an exact match to standard terminology, make a note in Comments section. (Find in: Found in abstract and/or last paragraph of the introduction where the purpose of the study is typically stated.)	The primary research objective was to examine real world clinical outcomes of patients presenting with melanoma brain metastases (MBMs), with overall survival as the primary outcome measure.	The primary research objective should be extracted from the abstract or introduction, where the purpose of the study is typically stated. In this case, the objective could be to evaluate the impact of treatments like stereotactic radiation and immune checkpoint inhibitors on overall survival in patients with melanoma brain metastases.	
33450821	10	Study_Design_Type: Classify the study design using standard terminology (e.g., cohort, case-control, cross-sectional). Use OCRe flowsheet to determine category based on the author’s description or your inference from methods. (Find in: Methods section, typically within the first few paragraphs where study design is described.)	Yes - This is a retrospective cohort study examining outcomes in patients with melanoma brain metastases treated between 2000-2017. The study design is evident from the patient selection criteria, data collection methods, and analysis of outcomes over a defined follow-up period.	Retrospective cohort study	
33450821	11	Database/Datasource: Document all sources of data used in the research. Be specific. (Find in: Methods section under subsections like “Data Sources,” “Data Collection,” or sometimes in the Abstract.)	unknown	yes	
33450821	12	Country/district: Identify the programming environment used for analysis (R, Python, Stata). (Find in: Methods section, typically in the “Statistical Analysis” subsection.)	Yes - The programming environment SPSS for Mac (Version 25.0) was used for statistical analysis.	yes	
33450821	13	Unit_of_Analysis: Record the geographical level of data analysis (e.g., country level, not city). (Find in: Methods section where the population or sample is described.)	No - The geographical level of data analysis is not specified in the provided text sections. The paper lacks clear information about whether the analysis was conducted at a country, regional, or city level.	The paper does not provide information on the geographical level of data analysis, so compliance with the checklist item cannot be confirmed.	
33450821	14	Computable Phenotype: Determine if the authors used diagnostic or procedure codes to define the study cohort. Note the specific coding system if mentioned (e.g., ICD-10, CPT). (Find in: Methods section under “Cohort Definition,” “Case Identification,” or “Eligibility Criteria.”)	No - The study did not use diagnostic or procedure codes to define the study cohort. Patient identification was based on clinical criteria including imaging evidence of intracranial metastases and pathological diagnosis of melanoma, with data collected directly from electronic medical records and clinical reports.	no	
33450821	15	Analytic Goal: Classify the primary analytic approach as Descriptive, Trend, Association, or Intervention based on stated objectives and methods. (Find in: Methods section, particularly in the “Statistical Analysis” subsection.)	Association - The paper primarily focuses on analyzing relationships between variables and outcomes using various statistical tests for association (Fisher's exact test, Mann-Whitney U test, binary logistic regression, and Cox proportional regression model)	Association	
33450821	16	X (Independent Variable): List all predictor/exposure variables used in analyses. If many, categorize them (e.g., “demographics” including age, sex, race). (Find in: Methods section, often in paragraphs describing statistical models or under a separate “Variables” subsection.)	yes - The paper lists several predictor variables including demographic (age, gender), clinical (stage, LDH, number of brain metastases, number of extracranial sites, neurological symptoms, tumor diameter), and treatment-related factors (immunotherapy, chemotherapy, STRT, complete resection) that were analyzed for their impact on overall survival.	partial	
33450821	17	Y (Outcome/dependent variable): Document all outcome measures analyzed. Be specific about primary vs. secondary outcomes. (Find in: Methods section, typically stated in the “Outcomes” subsection or within the statistical analysis description.)	Yes - The paper clearly documents overall survival as the primary outcome measure, with this being consistently stated across multiple sections including Methods, Patient Outcomes, and Statistical Analysis sections. The outcome measure is well-defined and its analysis approach is described.	yes	
33450821	18	Z (Confounders): Identify all variables used to control for confounding in analyses. (Find in: Methods section, within the description of statistical models or in a separate paragraph about adjustment variables.)	compliant - The paper clearly identifies all variables used to control for confounding in both univariable and multivariable analyses, including demographic factors (age), clinical parameters (LDH, number of BM, number of extracranial sites, neurological symptoms), and treatment history. These variables are explicitly listed in Table 2 and discussed in the statistical analysis section.	partial	
33450821	19	Filled in Analytic_method_2024?: Identify the level at which analysis was conducted (person, clinic, site, state). (Find in: Methods section, in the description of the statistical approach.)	Analysis was conducted at the individual patient level (implied through methodology but not explicitly stated). The study analyzed individual patient outcomes using Cox proportional regression and binary logistic regression models, with data collected from individual patient electronic medical records.	yes	
33450821	20	Regression: Document whether regression analysis was used and, if so, which specific type (e.g., linear, logistic, Cox proportional hazards). (Find in: Methods section, “Statistical Analysis” subsection.)	Yes. The paper documents the use of multiple regression types: Cox proportional regression model for survival analysis and binary logistic regression for analyzing multivariable relationships between categorical variables.	yes	
33450821	21	Regression methods: Identify terms used to describe missing data handling in regression models. Look for specific terminology from the reference list (e.g., Incomplete data, Non-response, Dropouts). (Find in: Methods section, within the statistical analysis description or in a separate paragraph on missing data.)	Yes - The paper explicitly describes missing data handling methods, including median value replacement and sensitivity analysis for variables with >5% missing data, with clear documentation in the statistical analysis section.	yes	
33450821	22	Regression based covariate adjustment: Document how covariates were handled in regression models. Note if complete case analysis, imputation, or sensitivity analysis was used. (Find in: Methods section, in the description of statistical models and approach to missing data.)	compliant - The paper thoroughly documents covariate handling in regression models: multivariable analysis included variables with p<0.05 from univariable analysis, missing data was handled through median imputation with sensitivity analysis for variables with >5% missing data, and treatment variables were controlled for in survival analyses. Statistical methods used included Cox proportional regression and binary logistic regression models.	yes	
